-3,3,-178,-82,-13,-49,98,-3,35,0
-3,3,-178,-82,-13,-49,98,-3,35,0
-3,3,-178,-77,-11,-52,98,-3,35,0
-3,3,-178,-77,-11,-52,98,-3,35,0
-3,3,-178,-77,-11,-52,98,-3,35,0
-3,3,-178,-77,-11,-52,98,-3,35,0
-3,3,-178,-77,-11,-52,-3,-2,41,0
-3,3,-178,-77,-11,-52,-3,-2,41,0
-3,3,-178,-77,-11,-52,-3,-2,41,0
-3,3,-178,-77,-11,-52,-3,-2,41,0
-3,5,82,27,-12,24,-3,-2,41,1
58,-36,-281,27,-12,24,641,-202,27,1
58,-36,-281,27,-12,24,641,-202,27,1
58,-36,-281,-81,-11,28,641,-202,27,1
58,-36,-281,-81,-11,28,641,-202,27,1
58,-36,-281,-81,-11,28,641,-202,27,1
58,-36,-281,-81,-11,28,641,-202,27,1
58,-36,-281,-81,-11,28,-2,-155,27,1
58,-36,-281,-81,-11,28,-2,-155,27,1
58,-36,-281,-81,-11,28,-2,-155,27,1
58,-36,-281,79,-135,36,-2,-155,27,2
67,-35,-350,-91,-13,28,-2,46,-137,2
67,-35,-350,-91,-13,28,-1,43,-139,2
67,-35,-350,-91,-13,28,-1,43,-139,2
68,-31,-354,-96,-121,24,-2,46,-138,2
68,-31,-354,-96,-121,24,-2,46,-138,2
68,-31,-354,-96,-121,24,-2,46,-138,2
68,-31,-354,-96,-121,24,-2,46,-138,2
68,-31,-354,-96,-121,24,-2,46,-138,2
68,-31,-354,-96,-121,24,-2,46,-138,2
68,-31,-354,35,-10,22,-3,-4,-132,3
26,-37,-248,39,-10,26,96,-138,-184,3
30,-31,-235,39,-13,34,84,-153,-185,3
30,-31,-235,33,-13,33,84,-153,-185,3
30,-31,-235,33,-13,33,84,-153,-185,3
29,62,-232,35,-13,35,86,29,30,3
29,62,-232,35,-13,35,86,29,30,3
29,62,-232,35,-11,33,86,29,30,3
29,62,-232,35,-11,33,86,29,30,3
29,62,-232,35,-11,33,91,36,-184,3
30,57,-237,-7,-1,28,91,36,-184,4
-11,-33,80,-98,280,-136,15,43,-135,4
-11,-33,80,-98,280,-136,15,43,-135,4
29,-37,83,-24,-4,29,13,42,-132,4
29,-37,83,-24,-4,29,13,42,-132,4
29,-37,83,-24,-4,29,13,42,-132,4
29,-37,83,-24,-4,29,13,42,-132,4
29,-37,83,-24,-4,29,13,42,-132,4
29,-37,83,-24,-4,29,13,42,-132,4
29,-37,83,-24,-4,29,13,42,-132,4
29,-37,83,-99,-8,34,14,-2,-135,5
15,-37,-234,-99,-8,34,15,33,29,5
15,-37,-234,-99,-8,34,15,33,29,5
15,-37,-234,-99,-8,34,15,33,29,5
15,-37,-234,-99,-8,34,15,33,29,5
15,-37,-234,-99,-8,34,15,33,29,5
15,-37,-234,-99,-9,29,15,33,29,5
15,-37,-234,-99,-9,29,15,33,29,5
15,-37,-234,-99,-9,29,15,33,29,5
15,-37,-234,-99,-9,29,15,33,29,5
