683,-41,-1449,855,-52,928,1
43,-130,-1422,-8,-20,623,2
690,-98,46,804,-22,628,1
28,-93,-1411,-31,-40,176,2
47,-187,-1,-26,-104,-32,5
681,-54,70,-2171,-1437,636,4
39,-1962,-2197,-1428,-67,525,6
32,-159,-1430,-30,-52,218,2
19,-1969,45,-1446,-31,622,6
-40,-55,-14,-1507,-66,-29,0
52,-179,-1597,-24,-82,3,5
683,-57,50,-91,-40,-532,4
60,-195,-14,-30,-83,-13,5
21,-109,-1427,-34,-10,180,2
696,-69,27,-1214,-953,617,4
-90,-4575,-52,-1475,-57,645,3
697,-71,29,-32,15,1187,1
70,-194,-49,-29,-66,587,5
690,-42,31,-120,-95,495,1
-18,-59,13,-1504,-52,527,0
669,-59,33,-24,-82,474,1
29,-179,-1604,-20,-111,-37,5
-12,-59,20,-1513,-59,-3,0
-10,-30,-14,-1523,-38,520,0
46,-199,-1615,-28,-73,522,5
-16,-45,-15,-1517,-49,5,0
-16,-41,-9,-1527,-29,1,0
-24,-17,18,-3,-38,0,0
682,-42,47,-2690,-1445,-1341,4
39,-96,-2219,-1491,-35,631,3
-1,-100,-1416,-16,-33,155,2
9,11,-5,-1207,-10,545,5
675,-97,30,838,336,597,1
-21,-62,25,-1511,-70,-24,0
45,-680,-2742,-1455,-48,579,6
8,-15,9,-9,-20,-46,0
5049,-51,48,-1461,-19,626,6
33,70,-47,-1501,5,599,6
-13,-39,37,1,-45,-49,0
-37,-25,30,-1488,-1,572,6
1467,-105,-43,-1509,-42,586,3
5,-136,-1452,-7,-4,139,2
35,-6557,-27,-1505,-52,618,3
694,-72,-1443,-2981,-7,-806,4
27,-53,-1375,-1259,-59,599,2
683,-65,34,1333,-67,568,1
46,-191,-25,-31,-70,-9,5
1854,-967,-1076,-1466,-41,598,6
-5,-96,-1458,-12,-11,639,2
659,-85,-2,1120,-102,911,1
700,-42,68,-2951,-1496,592,4
58,-73,-1395,-11,-31,175,2
709,-38,26,-67,-40,-866,4
601,-153,25,-65,-79,573,5
21,-445,-1452,-1455,-15,640,6
0,-87,-1439,-53,-7,643,2
56,-109,36,-51,-118,-21,5
385,14,2,-1505,-23,628,3
692,-29,-1,-85,-95,586,4
675,-35,41,1143,-24,619,1
-82,-5350,19,-1488,-38,143,3
690,-46,-8,-2510,-26,568,4
-622,-6010,-2462,-1519,-18,602,3
681,-48,-4,1583,-107,486,1
-683,-87,-3142,-1495,-26,629,3
2,-10,32,-1487,-24,147,3
-14,-903,-2463,-1454,-10,600,6
687,-46,57,-3459,-88,533,4
52,64,29,-1487,-14,589,6
-352,-5783,-12,-1515,-34,641,3
